"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"NVGAUCLJ","conferencePaper","2020","Stotts, David; Ji, Yu","Bricks: Extreme Active Learning for Introductory Programming","Proceedings of the 51st ACM Technical Symposium on Computer Science Education","978-1-4503-6793-6","","10.1145/3328778.3372547","https://doi-org.ez.sun.ac.za/10.1145/3328778.3372547","","2020","2020-06-05 12:21:02","2020-06-05 12:21:02","","1418","","","","","","","SIGCSE ’20","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Portland, OR, USA","","","","collaboration; programming; ide; learn-by-doing; pedagogy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IPN5QFQL","conferencePaper","2019","Gkeka, Maria Rafaela; Bellas, Nikolaos; Antonopoulos, Christos D.","Comparative Performance Analysis of Vulkan Implementations of Computational Applications","Proceedings of the International Workshop on OpenCL","978-1-4503-6230-6","","10.1145/3318170.3318174","https://doi-org.ez.sun.ac.za/10.1145/3318170.3318174","","2019","2020-06-05 12:21:02","2020-06-05 12:21:02","","","","","","","","","IWOCL’19","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Boston, MA, USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N8UPX3JV","journalArticle","2019","Tan, Ke; Chen, Jitong; Wang, DeLiang","Gated Residual Networks With Dilated Convolutions for Monaural Speech Enhancement","IEEE/ACM Trans. Audio, Speech and Lang. Proc.","","2329-9290","10.1109/TASLP.2018.2876171","https://doi-org.ez.sun.ac.za/10.1109/TASLP.2018.2876171","","2019-01","2020-06-05 12:21:02","2020-06-05 12:21:02","","189–198","","1","27","","","","","","","","","","","","","","","","","Publisher: IEEE Press","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C8DCGWWC","conferencePaper","2019","Bussone, Adrian; Stumpf, Simone; Wilson, Stephanie","Designing for Reflection on Shared HIV Health Information","Proceedings of the 13th Biannual Conference of the Italian SIGCHI Chapter: Designing the next Interaction","978-1-4503-7190-2","","10.1145/3351995.3352036","https://doi-org.ez.sun.ac.za/10.1145/3351995.3352036","","2019","2020-06-05 12:21:02","2020-06-05 12:21:02","","","","","","","","","CHItaly ’19","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Padova, Italy","","","","reflection; HIV; personal health informatics; self-management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZEJMHRK3","conferencePaper","2020","Bothwell, Stephen; Timmerman, Kathleen","The Return Statement: Establishing a Continuous Assessment Database System for Consistent Program Feedback","Proceedings of the 51st ACM Technical Symposium on Computer Science Education","978-1-4503-6793-6","","10.1145/3328778.3366916","https://doi-org.ez.sun.ac.za/10.1145/3328778.3366916","","2020","2020-06-05 12:21:02","2020-06-05 12:21:02","","905–911","","","","","","","SIGCSE ’20","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Portland, OR, USA","","","","assessment; abet; accreditation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TF25RFZ9","conferencePaper","2019","Nassar-Eddine, Ilham; Obbadi, Abdellatif; Errami, Youssef; Sahnoun, Smail; Aoutoul, Mohssin; El Fajri, Abdelkrim","A Robust Control Based on Fuzzy Logic Approach of a Single-Stage Grid-Connected PV System","Proceedings of the 4th International Conference on Big Data and Internet of Things","978-1-4503-7240-4","","10.1145/3372938.3373008","https://doi-org.ez.sun.ac.za/10.1145/3372938.3373008","","2019","2020-06-05 12:21:02","2020-06-05 12:21:02","","","","","","","","","BDIoT’19","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Rabat, Morocco","","","","Fuzzy Logic controller; MPPT algorithms; PI controller; PV array; Single-stage PV system; THD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9FE6ZV6","conferencePaper","2020","Han, Changyo; Matsui, Katsufumi; Naemura, Takeshi","ForceStamps: Fiducial Markers for Pressure-Sensitive Touch Surfaces to Support Rapid Prototyping of Physical Control Interfaces","Proceedings of the Fourteenth International Conference on Tangible, Embedded, and Embodied Interaction","978-1-4503-6107-1","","10.1145/3374920.3374924","https://doi-org.ez.sun.ac.za/10.1145/3374920.3374924","","2020","2020-06-05 12:21:02","2020-06-05 12:21:02","","273–285","","","","","","","TEI ’20","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Sydney NSW, Australia","","","","tangible user interfaces; fiducial markers; physical controls; pressure sensing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I4DJ2T95","conferencePaper","2020","Bian, Yixuan; Wang, Xiaoyu; Han, Dongchen; Sun, Jie","Designed Interactive Toys for Children with Cerebral Palsy","Proceedings of the Fourteenth International Conference on Tangible, Embedded, and Embodied Interaction","978-1-4503-6107-1","","10.1145/3374920.3374975","https://doi-org.ez.sun.ac.za/10.1145/3374920.3374975","","2020","2020-06-05 12:21:02","2020-06-05 12:21:02","","473–478","","","","","","","TEI ’20","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Sydney NSW, Australia","","","","children with cerebral palsy; toy design; upper limb rehabilitation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"34N8DNYV","journalArticle","2020","Liu, Bang; Han, Fred X.; Niu, Di; Kong, Linglong; Lai, Kunfeng; Xu, Yu","Story Forest: Extracting Events and Telling Stories from Breaking News","ACM Trans. Knowl. Discov. Data","","1556-4681","10.1145/3377939","https://doi-org.ez.sun.ac.za/10.1145/3377939","","2020-05","2020-06-05 12:21:02","2020-06-05 12:21:02","","","","3","14","","","","","","","","","","","","","","","","","Place: New York, NY, USA Publisher: Association for Computing Machinery","","","","community detection; document clustering; EventX; news articles organization; Story forest","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RCMGC8IT","conferencePaper","2019","Yoginath, Srikanth B.; Alam, Maksudul; Perumalla, Kalyan S.","Energy Conservation through Cloned Execution of Simulations","Proceedings of the Winter Simulation Conference","978-1-72813-283-9","","","","","2019","2020-06-05 12:21:02","2020-06-05 12:21:02","","2572–2582","","","","","","","WSC ’19","","","","IEEE Press","","","","","","","","","event-place: National Harbor, Maryland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JUDD2E8Q","conferencePaper","2019","Caesar, Matthias; Steffan, Jan","A Location Privacy Analysis of Bluetooth Mesh","Proceedings of the 14th International Conference on Availability, Reliability and Security","978-1-4503-7164-3","","10.1145/3339252.3340507","https://doi-org.ez.sun.ac.za/10.1145/3339252.3340507","","2019","2020-06-05 12:21:02","2020-06-05 12:21:02","","","","","","","","","ARES ’19","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Canterbury, CA, United Kingdom","","","","Bluetooth Mesh Protocol; Location Privacy; Tracking","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2LIXTP7A","conferencePaper","2019","Pai, Sai G.S.; Reuland, Yves; Drira, Slah; Smith, Ian F.C.","Is There a Relationship between Footstep-Impact Locations and Measured Signal Characteristics?","Proceedings of the 1st ACM International Workshop on Device-Free Human Sensing","978-1-4503-7007-3","","10.1145/3360773.3360888","https://doi-org.ez.sun.ac.za/10.1145/3360773.3360888","","2019","2020-06-05 12:21:03","2020-06-05 12:21:03","","62–65","","","","","","","DFHS’19","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: New York, NY, USA","","","","Footstep impact variability; Occupant tracking; Structural influence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ES9LF3AE","conferencePaper","2019","Nayebi, Maleknaz; Cai, Yuanfang; Kazman, Rick; Ruhe, Guenther; Feng, Qiong; Carlson, Chris; Chew, Francis","A Longitudinal Study of Identifying and Paying down Architecture Debt","Proceedings of the 41st International Conference on Software Engineering: Software Engineering in Practice","","","10.1109/ICSE-SEIP.2019.00026","https://doi-org.ez.sun.ac.za/10.1109/ICSE-SEIP.2019.00026","","2019","2020-06-05 12:21:03","2020-06-05 12:21:03","","171–180","","","","","","","ICSE-SEIP ’19","","","","IEEE Press","","","","","","","","","event-place: Montreal, Quebec, Canada","","","","longitudinal study; cost-benefit analysis; architecture debt; refactoring","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77PHK45C","conferencePaper","2019","Staicu, Cristian-Alexandru; Schoepe, Daniel; Balliu, Musard; Pradel, Michael; Sabelfeld, Andrei","An Empirical Study of Information Flows in Real-World JavaScript","Proceedings of the 14th ACM SIGSAC Workshop on Programming Languages and Analysis for Security","978-1-4503-6836-0","","10.1145/3338504.3357339","https://doi-org.ez.sun.ac.za/10.1145/3338504.3357339","","2019","2020-06-05 12:21:03","2020-06-05 12:21:03","","45–59","","","","","","","PLAS’19","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: London, United Kingdom","","","","implicit flow; information flow control; javascript; taint tracking","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ETI43MWT","conferencePaper","2020","Lee, Doris Jung-Lin","Towards an Integrated Solution for Intelligent Visual Data Discovery","Extended Abstracts of the 2020 CHI Conference on Human Factors in Computing Systems","978-1-4503-6819-3","","10.1145/3334480.3375035","https://doi-org.ez.sun.ac.za/10.1145/3334480.3375035","","2020","2020-06-05 12:21:03","2020-06-05 12:21:03","","1–7","","","","","","","CHI EA ’20","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Honolulu, HI, USA","","","","recommendation; visual analytics; data science tools","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L4MQ2VWN","conferencePaper","2019","Liu, Yang; Xu, Huanle; Lau, Wing Cheong","Accordia: Adaptive Cloud Configuration Optimization for Recurring Data-Intensive Applications","Proceedings of the ACM Symposium on Cloud Computing","978-1-4503-6973-2","","10.1145/3357223.3365441","https://doi-org.ez.sun.ac.za/10.1145/3357223.3365441","","2019","2020-06-05 12:21:03","2020-06-05 12:21:03","","479","","","","","","","SoCC ’19","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Santa Cruz, CA, USA","","","","Big data analytics; Cloud configuration; Gaussian-Process UCB; Kubernetes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
